"Player_no","PLAYER_BET_NUMBER","BET_PLACED_DATE","OVER_1000_SEK","EVENT_NAME","LEAGUE","BET_OFFER_TYPE","CRITERIA_NAME","IS_LIVE","BET_LABEL","ODDS","BET_OUTCOME"
165,1,2022-07-12 20:44:26,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Corners 10.5","Y","Over",2.12,"Bet Lost"
165,2,2022-07-17 15:01:02,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners by Away Team 3.5","Y","Over",1.58,"Bet Lost"
166,1,2022-07-12 19:10:58,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Halmstads BK",1.83,"Bet Lost"
167,1,2022-07-17 14:27:36,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.92,"Bet Won"
167,2,2022-07-17 14:27:54,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.83,"Bet Won"
168,1,2022-07-16 14:05:31,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Half Time","N","Malmo FF",2.75,"Bet Won"
169,1,2022-07-09 00:21:44,"YES","Allsvenskan 2022","Allsvenskan","Position","Season Finishing Position","N","Djurg?rdens IF",4,"Bet Won"
170,1,2022-07-16 16:43:37,"YES","Skovde AIK - IK Brage","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","IK Brage",8.5,"Bet Lost"
170,2,2022-07-16 16:45:30,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",3.05,"Bet Lost"
171,1,2022-07-16 15:03:31,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","Yes",1.71,"Bet Lost"
172,1,2022-07-16 17:25:16,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",2.02,"Bet Won"
173,1,2022-07-12 19:01:21,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Half Time","Y","Orebro SK",3.15,"Bet Won"
173,2,2022-07-12 19:30:12,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three Way Handicap","3-Way Handicap - 1st Half 1","Y","Landskrona BoIS",6,"Bet Lost"
173,3,2022-07-12 20:06:43,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.6,"Bet Won"
173,4,2022-07-12 20:09:15,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.6,"Bet Won"
173,5,2022-07-12 20:10:49,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.6,"Bet Won"
173,6,2022-07-12 20:40:32,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Landskrona BoIS",7,"Bet Won"
173,7,2022-07-16 15:06:29,"YES","Dalkurd FF - Orebro SK","Superettan","Double Chance","Double Chance - 1st Half","Y","1X",3.6,"Bet Lost"
173,8,2022-07-17 13:21:33,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Three way 1x2","Half Time","Y","Landskrona BoIS",4.75,"Bet Won"
173,9,2022-07-17 14:18:05,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.05,"Bet Won"
173,10,2022-07-17 14:52:58,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Half Time","N","IFK Goteborg",2.8,"Bet Won"
174,1,2022-07-11 20:55:24,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",2,"Bet Won"
175,1,2022-07-16 10:21:19,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.43,"Bet Won"
176,1,2022-07-12 17:48:15,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Full Time","N","Orebro SK",2.5,"Bet Lost"
177,1,2022-07-12 17:06:18,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.88,"Bet Lost"
178,1,2022-07-17 14:03:33,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 7.5","N","Over",2.48,"Bet Lost"
179,1,2022-07-16 16:20:48,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
180,1,2022-07-16 12:09:48,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three Way Handicap","3-Way Handicap -1","N","Djurg?rdens IF",2,"Bet Won"
181,1,2022-07-16 14:08:07,"YES","Skovde AIK - IK Brage","Superettan","Three way 1x2","Full Time","N","Skovde AIK",2.25,"Bet Won"
182,1,2022-07-17 14:18:05,"YES","AIK - Kalmar FF","Allsvenskan","Asian Handicap","Asian Handicap -1","N","AIK",2.63,"Bet Won"
183,1,2022-07-12 20:19:32,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Halmstads BK",1.88,"Bet Lost"
184,1,2022-07-17 15:06:41,"YES","Halmstads BK - Utsiktens BK","Superettan","Over Under","Total Corners - 1st Half 7.5","Y","Over",2.05,"Bet Won"
185,1,2022-07-16 14:42:59,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1.5","N","Djurg?rdens IF",2.12,"Bet Won"
185,2,2022-07-17 14:52:07,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",1.88,"Bet Lost"
186,1,2022-07-11 21:02:36,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.84,"Bet Won"
187,1,2022-07-17 14:56:32,"YES","AIK - Kalmar FF","Allsvenskan","Player Occurrence Line","To score 1","N","Guidetti, John - Yes",2.38,"Bet Lost"
188,1,2022-07-17 14:26:12,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","X",3.6,"Bet Lost"
189,1,2022-07-12 20:04:41,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Corners 7.5","Y","Over",1.54,"Bet Lost"
190,1,2022-07-17 15:19:16,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Asian Over/Under","Asian Total - 1st Half 0.5","Y","Over",2.08,"Bet Won"
191,1,2022-07-12 18:49:27,"YES","Landskrona BoIS - Halmstads BK","Superettan","Asian Over/Under","Asian Total 2.25","N","Over",1.78,"Bet Won"
192,1,2022-07-17 12:53:21,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Three way 1x2","Full Time","N","Landskrona BoIS",3.95,"Bet Lost"
193,1,2022-07-17 15:07:11,"YES","AIK - Kalmar FF","Allsvenskan","Player Occurrence Number","First Goal Scorer","Y","Guidetti, John",4.5,"Bet Lost"
194,1,2022-07-16 14:54:16,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",1.98,"Bet Won"
195,1,2022-07-16 16:16:19,"YES","Dalkurd FF - Orebro SK","Superettan","Three way 1x2","Full Time","Y","Orebro SK",1.06,"Bet Won"
196,1,2022-07-16 17:02:13,"YES","Ostersunds FK - Osters IF","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",3.05,"Bet Won"
197,1,2022-07-12 20:05:49,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Corners 12.5","Y","Over",1.43,"Bet Lost"
198,1,2022-07-17 15:32:01,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","Y","AIK",2.04,"Bet Won"
199,1,2022-07-16 19:23:13,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","Mjallby AIF",3.65,"Bet Lost"
200,1,2022-07-12 19:24:03,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 0.5","Y","Over",1.07,"Bet Won"
200,2,2022-07-12 19:46:44,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals 5.5","Y","Under",1.05,"Bet Won"
201,1,2022-07-11 22:17:56,"YES","Landskrona BoIS - Halmstads BK","Superettan","Asian Over/Under","Asian Total 2","N","Over",1.41,"Bet Won"
202,1,2022-07-12 19:54:37,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",2.75,"Bet Won"
202,2,2022-07-12 19:54:37,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",2.55,"Bet Lost"
203,1,2022-07-17 14:58:56,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",1.95,"Bet Won"
204,1,2022-07-17 14:29:23,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Result","Correct Score","N","1-0",9.5,"Bet Lost"
204,2,2022-07-17 14:29:36,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Result","Correct Score","N","3-0",14,"Bet Lost"
205,1,2022-07-12 23:10:14,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.83,"Bet Won"
205,2,2022-07-16 15:13:27,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.87,"Bet Won"
205,3,2022-07-17 00:59:24,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.87,"Bet Won"
206,1,2022-07-12 02:55:12,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Full Time","N","Trelleborgs FF",2.95,"Bet Lost"
206,2,2022-07-12 15:45:43,"YES","Orebro SK - Trelleborgs FF","Superettan","HT/FT","Half Time/Full Time","N","2/2",4.35,"Bet Lost"
207,1,2022-07-16 14:23:04,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 12.5","N","Over",3.3,"Bet Won"
207,2,2022-07-17 14:23:42,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Over Under","Total Corners 8.5","N","Under",3.3,"Bet Lost"
208,1,2022-07-12 00:21:52,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.85,"Bet Lost"
208,2,2022-07-17 08:56:42,"YES","Halmstads BK - Utsiktens BK","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.62,"Bet Won"
209,1,2022-07-16 13:52:43,"YES","Skovde AIK - IK Brage","Superettan","Three way 1x2","Full Time","N","X",3.45,"Bet Won"
209,2,2022-07-17 00:26:45,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","X",3.4,"Bet Won"
210,1,2022-07-11 21:39:00,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.84,"Bet Won"
211,1,2022-07-12 20:48:21,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 3.5","Y","Over",3.2,"Bet Lost"
212,1,2022-07-16 14:15:55,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
213,1,2022-07-12 12:42:52,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.72,"Bet Lost"
213,2,2022-07-12 19:01:07,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Full Time","Y","X",3.4,"Bet Won"
213,3,2022-07-16 12:48:11,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.2,"Bet Won"
213,4,2022-07-16 12:48:55,"YES","Dalkurd FF - Orebro SK","Superettan","Three way 1x2","Full Time","N","X",3.75,"Bet Lost"
213,5,2022-07-16 16:55:33,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","N","Osters IF",1.73,"Bet Lost"
214,1,2022-07-17 14:51:16,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Player Occurrence Line","To score 1","N","Besara, Nahir - Yes",2.95,"Bet Lost"
215,1,2022-07-17 12:26:48,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.78,"Bet Won"
215,2,2022-07-17 12:31:32,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","IFK Goteborg",2.3,"Bet Lost"
216,1,2022-07-11 22:27:48,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.84,"Bet Won"
216,2,2022-07-11 22:28:39,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.84,"Bet Won"
216,3,2022-07-11 22:28:52,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -0.75","N","Djurg?rdens IF",1.63,"Bet Won"
216,4,2022-07-11 22:29:01,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -0.25","N","Djurg?rdens IF",1.34,"Bet Won"
216,5,2022-07-17 13:50:19,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.83,"Bet Won"
216,6,2022-07-17 14:00:52,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.83,"Bet Won"
217,1,2022-07-17 13:55:28,"YES","AIK - Kalmar FF","Allsvenskan","Asian Handicap","Asian Handicap 1.5","N","Kalmar FF",14,"Bet Lost"
218,1,2022-07-12 19:46:48,"YES","Orebro SK - Trelleborgs FF","Superettan","Two Way Draw No Bet","Draw No Bet","Y","Orebro SK",1.65,"Bet Won"
219,1,2022-07-16 17:04:08,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
220,1,2022-07-16 15:10:39,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",2.08,"Bet Won"
220,2,2022-07-16 16:06:00,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -2","N","Djurg?rdens IF",3.1,"Bet Won"
221,1,2022-07-16 18:42:52,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Djurg?rdens IF",1.75,"Bet Won"
222,1,2022-07-16 18:17:36,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 9.5","Y","Over",3.2,"Bet Lost"
222,2,2022-07-16 18:17:58,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",1.88,"Bet Lost"
223,1,2022-07-16 15:17:16,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals by Away Team 2.5","Y","Under",1.38,"Bet Won"
223,2,2022-07-16 15:17:16,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals by Away Team 3.5","Y","Over",7.5,"Bet Lost"
223,3,2022-07-16 16:20:08,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Result","Correct Score","Y","0-2",2.85,"Bet Won"
223,4,2022-07-16 16:20:08,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Result","Correct Score","Y","1-2",6,"Bet Lost"
223,5,2022-07-16 16:20:29,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals by Away Team 3.5","Y","Over",6.25,"Bet Lost"
224,1,2022-07-16 16:38:09,"YES","Skovde AIK - IK Brage","Superettan","Three way 1x2","Full Time","Y","Skovde AIK",4.9,"Bet Lost"
224,2,2022-07-17 16:15:38,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","Y","X",4.4,"Bet Won"
225,1,2022-07-12 19:37:59,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.8,"Bet Lost"
225,2,2022-07-12 19:41:17,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals by Away Team 2.5","Y","Over",2.6,"Bet Lost"
226,1,2022-07-17 08:44:57,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","IFK Goteborg",2.22,"Bet Lost"
227,1,2022-07-16 14:05:53,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Asian Over/Under","Asian Total 2.5","N","Over",1.88,"Bet Lost"
228,1,2022-07-16 18:58:04,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners 13.5","Y","Over",2.48,"Bet Lost"
229,1,2022-07-17 11:42:27,"YES","Halmstads BK - Utsiktens BK","Superettan","Over Under","Total Goals 2.5","N","Over",1.76,"Bet Won"
230,1,2022-07-12 19:22:13,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Half Time","Y","X",4.6,"Bet Won"
231,1,2022-07-16 18:21:29,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Race To Value","First To {0} Corners (Draw: Neither team)","Y","Djurg?rdens IF",1.81,"Bet Lost"
232,1,2022-07-16 18:36:12,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 9.5","Y","Over",2.08,"Bet Lost"
232,2,2022-07-17 15:00:01,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners 10.5","Y","Over",1.97,"Bet Lost"
233,1,2022-07-11 23:55:12,"YES","Landskrona BoIS - Halmstads BK","Superettan","Double Chance","Double Chance","N","1X",1.96,"Bet Won"
234,1,2022-07-16 18:09:54,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three Way Handicap","3-Way Handicap -3","Y","Djurg?rdens IF",3.45,"Bet Won"
235,1,2022-07-16 14:06:11,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.25,"Bet Won"
236,1,2022-07-17 15:02:07,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners - 1st Half 5.5","Y","Over",2.02,"Bet Lost"
237,1,2022-07-17 16:40:07,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners by Away Team 1.5","Y","Over",2.04,"Bet Won"
238,1,2022-07-17 13:26:45,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Over Under","Total Goals - 1st Half 0.5","Y","Over",1.9,"Bet Won"
239,1,2022-07-16 15:28:05,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners - 1st Half 6.5","Y","Over",2.14,"Bet Won"
239,2,2022-07-16 15:43:22,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners - 1st Half 8.5","Y","Over",1.78,"Bet Won"
239,3,2022-07-16 16:02:07,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",2.1,"Bet Lost"
239,4,2022-07-16 17:54:53,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners - 1st Half 6.5","Y","Over",2.5,"Bet Won"
239,5,2022-07-16 18:10:16,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners - 1st Half 7.5","Y","Over",1.97,"Bet Won"
240,1,2022-07-16 16:03:08,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Home Team 7.5","Y","Over",2.55,"Bet Lost"
241,1,2022-07-17 15:04:52,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",2.5,"Bet Lost"
242,1,2022-07-17 15:14:37,"YES","AIK - Kalmar FF","Allsvenskan","Next Occurrence Number Draw No Bet","Next Corner, No Corner No Bet ({0})","Y","AIK",1.55,"Bet Lost"
243,1,2022-07-17 15:39:02,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Occurrence To Happen","Both Teams To Score - 1st Half","Y","Yes",6,"Bet Lost"
244,1,2022-07-16 17:15:57,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals 4.5","N","Under",1.17,"Bet Lost"
245,1,2022-07-16 15:11:19,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",1.45,"Bet Won"
246,1,2022-07-16 18:04:30,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","Y","Osters IF",5.2,"Bet Lost"
246,2,2022-07-17 13:22:23,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Three way 1x2","Half Time","Y","Vaster?s SK FK",3.3,"Bet Won"
246,3,2022-07-17 14:46:08,"YES","AIK - Kalmar FF","Allsvenskan","Occurrence To Happen","Both Teams To Score - 1st Half","N","Yes",5.8,"Bet Lost"
246,4,2022-07-17 15:13:30,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Half Time","Y","Mjallby AIF",4.5,"Bet Lost"
247,1,2022-07-17 16:44:51,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",4.4,"Bet Lost"
248,1,2022-07-16 14:55:55,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Double Chance","Double Chance","N","X2",1.28,"Bet Won"
248,2,2022-07-16 15:17:15,"YES","Skovde AIK - IK Brage","Superettan","Double Chance","Double Chance","Y","X2",1.21,"Bet Won"
248,3,2022-07-16 16:56:09,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Double Chance","Double Chance","N","1X",1.1,"Bet Won"
248,4,2022-07-16 17:05:39,"YES","Ostersunds FK - Osters IF","Superettan","Double Chance","Double Chance","Y","X2",1.18,"Bet Won"
248,5,2022-07-16 17:31:48,"YES","Ostersunds FK - Osters IF","Superettan","Double Chance","Double Chance","Y","1X",1.28,"Bet Won"
248,6,2022-07-17 14:25:24,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","IFK Goteborg",2.22,"Bet Lost"
249,1,2022-07-12 19:14:10,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals 2.5","Y","Under",3.4,"Bet Lost"
250,1,2022-07-12 20:11:44,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals 3.5","Y","Over",1.25,"Bet Won"
251,1,2022-07-16 15:05:43,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners - 1st Half 6.5","Y","Over",3.6,"Bet Won"
251,2,2022-07-16 15:06:01,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.8,"Bet Lost"
251,3,2022-07-16 16:02:10,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 16.5","Y","Over",4,"Bet Lost"
251,4,2022-07-16 16:02:27,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Away Team 8.5","Y","Over",3.2,"Bet Won"
251,5,2022-07-16 16:02:45,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Home Team 7.5","Y","Over",2.55,"Bet Lost"
252,1,2022-07-16 07:52:19,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.43,"Bet Won"
253,1,2022-07-16 18:29:20,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals 3.5","Y","Over",1.76,"Bet Won"
