"Player_no","PLAYER_BET_NUMBER","BET_PLACED_DATE","OVER_1000_SEK","EVENT_NAME","LEAGUE","BET_OFFER_TYPE","CRITERIA_NAME","IS_LIVE","BET_LABEL","ODDS","BET_OUTCOME"
253,2,2022-07-16 18:56:43,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals 4.5","Y","Over",1.64,"Bet Won"
254,1,2022-07-12 20:35:04,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Halmstads BK",2.9,"Bet Lost"
255,1,2022-07-16 17:41:46,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap ({0} - {1}) -1.25","Y","Djurg?rdens IF",1.98,"Bet Won"
256,1,2022-07-17 10:46:40,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
257,1,2022-07-17 13:38:23,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Over Under","Total Corners - 1st Half 5.5","Y","Over",1.64,"Bet Lost"
258,1,2022-07-16 17:41:13,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","Y","Djurg?rdens IF",1.4,"Bet Won"
259,1,2022-07-12 15:44:00,"YES","Landskrona BoIS - Halmstads BK","Superettan","Asian Over/Under","Asian Total 2.5","N","Over",2.05,"Bet Won"
259,2,2022-07-16 14:50:50,"YES","Dalkurd FF - Orebro SK","Superettan","Over Under","Total Corners 13.5","N","Over",3.7,"Bet Lost"
259,3,2022-07-16 15:05:01,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Asian Handicap","Asian Handicap ({0} - {1}) 0","Y","IFK Norrkoping",2.8,"Bet Lost"
259,4,2022-07-16 17:40:51,"YES","Ostersunds FK - Osters IF","Superettan","Two Way Draw No Bet","Draw No Bet","Y","Osters IF",3.05,"Bet Won"
259,5,2022-07-17 14:17:06,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 13.5","N","Over",3.55,"Bet Lost"
259,6,2022-07-17 14:20:25,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Asian Over/Under","Asian Total 3.5","N","Over",4.75,"Bet Lost"
260,1,2022-07-16 16:42:21,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
261,1,2022-07-12 20:29:14,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals 4.5","Y","Over",1.82,"Bet Won"
262,1,2022-07-12 12:23:04,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.71,"Bet Won"
262,2,2022-07-17 00:15:30,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 10.5","N","Over",1.75,"Bet Won"
263,1,2022-07-16 14:48:22,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 1.5","N","Over",1.27,"Bet Won"
263,2,2022-07-16 17:17:07,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals by Home Team 1.5","N","Over",1.46,"Bet Won"
263,3,2022-07-16 17:18:30,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals by Home Team 1.5","N","Over",1.46,"Bet Won"
263,4,2022-07-17 14:44:32,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Goals 1.5","N","Over",1.16,"Bet Won"
264,1,2022-07-17 13:06:10,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Double Chance","Double Chance","Y","X2",1.86,"Bet Lost"
265,1,2022-07-17 16:36:49,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",1.85,"Bet Won"
265,2,2022-07-17 16:38:33,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Mjallby AIF",5.5,"Bet Lost"
265,3,2022-07-17 16:43:15,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners 9.5","Y","Over",3.85,"Bet Won"
266,1,2022-07-16 15:40:55,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Most Corners","Y","IFK Norrkoping",2.35,"Bet Lost"
266,2,2022-07-16 16:10:55,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Most Corners","Y","X",6.4,"Bet Lost"
266,3,2022-07-16 19:07:11,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",2.08,"Bet Lost"
267,1,2022-07-16 15:21:55,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Two Way Handicap Draw No Bet","Handicap 1.5","Y","Malmo FF",2.4,"Bet Won"
268,1,2022-07-12 18:50:19,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals - 1st Half 0.5","N","Over",1.37,"Bet Won"
269,1,2022-07-16 14:23:23,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 10.5","N","Over",1.87,"Bet Won"
270,1,2022-07-17 13:50:08,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","IFK Goteborg",2.25,"Bet Won"
271,1,2022-07-16 00:12:32,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.26,"Bet Won"
272,1,2022-07-16 11:21:06,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 10.5","N","Over",1.92,"Bet Won"
272,2,2022-07-16 11:21:36,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.58,"Bet Won"
272,3,2022-07-17 12:38:43,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Double Chance","Double Chance","N","X2",1.73,"Bet Lost"
272,4,2022-07-17 15:01:31,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 10.5","Y","Over",1.61,"Bet Won"
272,5,2022-07-17 15:01:57,"YES","AIK - Kalmar FF","Allsvenskan","Double Chance","Double Chance","Y","X2",2,"Bet Lost"
272,6,2022-07-17 15:02:23,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Double Chance","Double Chance","Y","X2",1.71,"Bet Won"
272,7,2022-07-17 15:02:48,"YES","Halmstads BK - Utsiktens BK","Superettan","Three way 1x2","Full Time","Y","Halmstads BK",1.62,"Bet Won"
273,1,2022-07-12 20:38:47,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals 4.5","Y","Over",2.55,"Bet Lost"
273,2,2022-07-12 20:39:50,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 2.5","Y","Over",2.23,"Bet Won"
274,1,2022-07-10 14:59:07,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","N","Osters IF",1.9,"Bet Lost"
275,1,2022-07-16 16:50:43,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
276,1,2022-07-16 17:33:13,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap ({0} - {1}) -1.25","Y","Djurg?rdens IF",2.02,"Bet Won"
277,1,2022-07-16 17:31:03,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","Y","Djurg?rdens IF",1.38,"Bet Won"
278,1,2022-07-16 17:43:16,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","Y","Djurg?rdens IF",1.43,"Bet Won"
279,1,2022-07-16 14:18:00,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
280,1,2022-07-16 18:08:23,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","IFK Varnamo",3.4,"Bet Lost"
281,1,2022-07-16 10:49:40,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
282,1,2022-07-16 12:16:42,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Double Chance","Double Chance","N","X2",1.37,"Bet Won"
282,2,2022-07-16 16:11:30,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
283,1,2022-07-16 14:50:41,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.05,"Bet Won"
284,1,2022-07-17 14:21:09,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",2.02,"Bet Won"
285,1,2022-07-16 17:41:38,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners 12.5","Y","Under",1.32,"Bet Won"
285,2,2022-07-17 01:04:41,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 9.5","N","Over",1.44,"Bet Won"
285,3,2022-07-17 01:04:52,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 9.5","N","Over",1.44,"Bet Won"
286,1,2022-07-16 15:04:19,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Asian Over/Under","Asian Total - 1st Half 1","Y","Over",1.79,"Bet Won"
286,2,2022-07-16 15:52:24,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 13.5","Y","Over",1.4,"Bet Won"
286,3,2022-07-16 18:40:26,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Over/Under","Asian Total 4","Y","Over",1.33,"Bet Won"
286,4,2022-07-17 15:27:17,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Asian Over/Under","Asian Total 2.75","Y","Over",1.44,"Bet Won"
287,1,2022-07-12 19:36:08,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals by Away Team - 1st Half 1.5","Y","Over",3.65,"Bet Lost"
288,1,2022-07-16 10:41:44,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
289,1,2022-07-16 09:11:46,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
289,2,2022-07-17 13:17:53,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
290,1,2022-07-17 14:57:47,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 7.5","N","Over",2.6,"Bet Lost"
290,2,2022-07-17 14:57:58,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",1.95,"Bet Won"
291,1,2022-07-13 23:33:48,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","N","Osters IF",1.75,"Bet Won"
291,2,2022-07-13 23:34:46,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.63,"Bet Won"
291,3,2022-07-13 23:38:24,"YES","GIF Sundsvall - BK Hacken","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.5,"Bet Won"
291,4,2022-07-13 23:42:33,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",1.95,"Bet Won"
291,5,2022-07-13 23:42:33,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Asian Handicap","Asian Handicap -0.5","N","Mjallby AIF",1.86,"Bet Won"
291,6,2022-07-15 18:40:37,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","N","Osters IF",1.72,"Bet Lost"
291,7,2022-07-15 18:41:57,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.61,"Bet Won"
292,1,2022-07-16 15:39:18,"YES","Ostersunds FK - Osters IF","Superettan","Asian Over/Under","Asian Total 2","N","Over",1.52,"Bet Won"
293,1,2022-07-16 15:58:31,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Double Chance","Double Chance","Y","1X",3.65,"Bet Lost"
294,1,2022-07-17 15:58:29,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Over Under","Total Corners by Away Team 5.5","Y","Over",2.75,"Bet Lost"
295,1,2022-07-12 05:30:17,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Corners by Away Team 5.5","N","Over",1.6,"Bet Won"
295,2,2022-07-13 11:35:32,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",1.7,"Bet Won"
296,1,2022-07-16 17:42:36,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Half Time","Y","Djurg?rdens IF",2,"Bet Won"
297,1,2022-07-16 14:22:19,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 3.5","N","Under",1.34,"Bet Won"
297,2,2022-07-17 11:36:12,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Goals 3.5","N","Under",1.53,"Bet Won"
298,1,2022-07-17 15:49:53,"YES","AIK - Kalmar FF","Allsvenskan","Asian Over/Under","Asian Total 2","Y","Under",2.75,"Bet Won"
299,1,2022-07-16 17:03:44,"YES","Ostersunds FK - Osters IF","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",3.15,"Bet Lost"
299,2,2022-07-16 17:33:37,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.55,"Bet Won"
299,3,2022-07-16 18:32:35,"YES","Ostersunds FK - Osters IF","Superettan","Over Under","Total Goals 2.5","Y","Over",2.1,"Bet Lost"
300,1,2022-07-17 11:44:15,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Double Chance","Double Chance","N","X2",2.1,"Bet Lost"
300,2,2022-07-17 11:44:56,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Two Way Draw No Bet","Draw No Bet","N","IF Elfsborg",3.25,"Bet Lost"
301,1,2022-07-16 18:37:29,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","Y","X",21,"Bet Lost"
302,1,2022-07-16 14:08:29,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three Way Handicap","3-Way Handicap 1","N","Malmo FF",4.25,"Bet Won"
303,1,2022-07-17 13:54:12,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","IFK Goteborg",2.25,"Bet Lost"
304,1,2022-07-13 09:31:34,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.15,"Bet Won"
304,2,2022-07-16 16:59:54,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","HT/FT","Half Time/Full Time","N","1/1",1.98,"Bet Won"
305,1,2022-07-17 14:59:13,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
306,1,2022-07-16 15:04:28,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",1.93,"Bet Won"
306,2,2022-07-16 16:50:02,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","X",1.17,"Bet Won"
306,3,2022-07-16 18:34:09,"YES","Ostersunds FK - Osters IF","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","X",1.56,"Bet Won"
306,4,2022-07-16 18:34:21,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","Y","Osters IF",3.55,"Bet Won"
306,5,2022-07-16 18:48:46,"YES","Ostersunds FK - Osters IF","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","X",1.18,"Bet Won"
306,6,2022-07-16 19:08:01,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","X",1.6,"Bet Lost"
307,1,2022-07-16 11:43:45,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Two Way Draw No Bet","Draw No Bet","N","IFK Norrkoping",2.33,"Bet Lost"
308,1,2022-07-16 11:41:43,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -2","N","Djurg?rdens IF",3.05,"Bet Won"
309,1,2022-07-16 16:29:10,"YES","Dalkurd FF - Orebro SK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Dalkurd FF",3,"Bet Lost"
310,1,2022-07-16 09:48:22,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
311,1,2022-07-12 18:34:00,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Corners 11.5","N","Over",2.12,"Bet Lost"
312,1,2022-07-17 14:29:52,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.92,"Bet Won"
313,1,2022-07-12 20:55:26,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","X",6,"Bet Lost"
314,1,2022-07-17 13:19:11,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
315,1,2022-07-16 17:04:16,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 7.5","N","Over",2.85,"Bet Won"
316,1,2022-07-14 16:25:55,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1.75","N","Djurg?rdens IF",2.63,"Bet Won"
317,1,2022-07-16 00:24:56,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.26,"Bet Won"
317,2,2022-07-16 00:26:19,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Occurrence To Happen","Goal scored - {0}:00-{1}:59","N","Yes",1.66,"Bet Won"
317,3,2022-07-16 17:54:07,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners 11.5","Y","Over",2.06,"Bet Won"
317,4,2022-07-16 23:20:57,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 10.5","N","Over",1.75,"Bet Won"
317,5,2022-07-17 12:40:15,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
318,1,2022-07-16 08:08:27,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","IFK Varnamo",8,"Bet Lost"
319,1,2022-07-16 12:37:14,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","N","Osters IF",1.72,"Bet Lost"
320,1,2022-07-17 15:15:26,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","Y","AIK",1.77,"Bet Won"
320,2,2022-07-17 15:16:00,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Goals 3.5","Y","Under",2,"Bet Won"
321,1,2022-07-16 14:55:07,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 13.5","N","Over",4.1,"Bet Won"
321,2,2022-07-16 16:49:13,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",2.02,"Bet Won"
321,3,2022-07-16 16:49:25,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Away Team 3.5","N","Over",2.04,"Bet Won"
322,1,2022-07-17 16:45:55,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","Y","IFK Goteborg",12.5,"Bet Lost"
323,1,2022-07-12 19:11:20,"YES","Landskrona BoIS - Halmstads BK","Superettan","Double Chance","Double Chance","Y","X2",1.2,"Bet Lost"
323,2,2022-07-16 17:02:16,"YES","Ostersunds FK - Osters IF","Superettan","Double Chance","Double Chance","Y","X2",1.18,"Bet Won"
324,1,2022-07-16 15:28:45,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",1.94,"Bet Won"
325,1,2022-07-16 16:43:19,"YES","Skovde AIK - IK Brage","Superettan","Three way 1x2","Full Time","Y","X",1.21,"Bet Won"
325,2,2022-07-17 14:11:05,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Double Chance","Double Chance","Y","12",1.13,"Bet Won"
325,3,2022-07-17 15:07:13,"YES","Halmstads BK - Utsiktens BK","Superettan","Double Chance","Double Chance","Y","12",1.23,"Bet Won"
326,1,2022-07-16 09:34:48,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Asian Over/Under","Asian Total 3","N","Over",2.6,"Bet Lost"
326,2,2022-07-17 12:03:04,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over/Under","Total Shots on Target 9.5","N","Over",1.72,"Bet Won"
327,1,2022-07-17 14:57:41,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.76,"Bet Won"
328,1,2022-07-16 15:05:46,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Result","Correct Score","Y","1-3",15,"Bet Lost"
329,1,2022-07-12 19:04:27,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Halmstads BK",1.76,"Bet Won"
330,1,2022-07-17 14:15:05,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals 0.5","N","Over",1.07,"Bet Won"
331,1,2022-07-17 15:15:39,"YES","Halmstads BK - Utsiktens BK","Superettan","Three way 1x2","Half Time","Y","Halmstads BK",2.55,"Bet Won"
332,1,2022-07-12 19:21:32,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals - 1st Half 0.5","Y","Over",1.72,"Bet Won"
333,1,2022-07-17 14:56:30,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Asian Handicap","Asian Handicap - 1st Half 0","N","Mjallby AIF",2.43,"Bet Lost"
333,2,2022-07-17 15:05:46,"YES","AIK - Kalmar FF","Allsvenskan","Asian Handicap","Asian Handicap - 1st Half ({0} - {1}) 0","Y","Kalmar FF",3.05,"Bet Lost"
334,1,2022-07-15 19:32:21,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.43,"Bet Won"
335,1,2022-07-11 09:11:38,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Full Time","N","X",3.6,"Bet Won"
336,1,2022-07-11 21:09:39,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.5,"Bet Won"
336,2,2022-07-13 19:58:03,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
337,1,2022-07-16 10:15:41,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
338,1,2022-07-16 17:17:29,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1.5","N","Djurg?rdens IF",2.12,"Bet Won"
339,1,2022-07-16 12:21:32,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.2,"Bet Won"
339,2,2022-07-16 19:20:58,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","X",3.35,"Bet Won"
340,1,2022-07-14 22:04:01,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","X",3.65,"Bet Lost"
341,1,2022-07-17 14:18:39,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","X",4.15,"Bet Lost"
341,2,2022-07-17 14:19:20,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","X",4.15,"Bet Lost"
